,elections,happy,location_0,location_1,location_2,location_3,location_total,seg_agents,total_0,total_1,total_2,total_3,run,cnt
23,"[1, 2, 0, 2, 1, 1, 2, 0, 0]",194,"[25, 28, 40, 16, 19, 17, 19, 62, 52]","[28, 17, 16, 30, 33, 38, 19, 21, 19]","[14, 19, 14, 16, 12, 12, 16, 11, 6]","[11, 17, 17, 18, 18, 16, 26, 13, 14]","[78, 81, 87, 80, 82, 83, 80, 107, 91]",68,278,221,120,150,18,UK
24,"[2, 2, 0, 2, 1, 1, 2, 0, 0]",175,"[23, 15, 45, 22, 20, 16, 17, 65, 55]","[25, 27, 14, 24, 32, 47, 29, 9, 14]","[20, 24, 11, 16, 15, 8, 14, 5, 7]","[9, 18, 21, 19, 13, 12, 29, 11, 18]","[77, 84, 91, 81, 80, 83, 89, 90, 94]",73,278,221,120,150,18,UK
25,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",196,"[14, 20, 45, 24, 16, 20, 16, 70, 53]","[22, 19, 18, 28, 35, 44, 23, 18, 14]","[17, 21, 11, 13, 20, 11, 15, 6, 6]","[20, 13, 17, 18, 19, 13, 26, 12, 12]","[73, 73, 91, 83, 90, 88, 80, 106, 85]",72,278,221,120,150,18,UK
26,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",208,"[22, 22, 45, 23, 19, 10, 17, 65, 55]","[19, 25, 15, 24, 33, 57, 22, 10, 16]","[16, 17, 12, 16, 17, 8, 21, 4, 9]","[22, 21, 18, 18, 18, 9, 27, 7, 10]","[79, 85, 90, 81, 87, 84, 87, 86, 90]",97,278,221,120,150,18,UK
27,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",213,"[17, 15, 38, 20, 28, 19, 19, 65, 57]","[22, 28, 20, 22, 24, 52, 22, 14, 17]","[16, 13, 15, 12, 10, 18, 14, 10, 12]","[21, 16, 9, 22, 19, 8, 34, 11, 10]","[76, 72, 82, 76, 81, 97, 89, 100, 96]",94,278,221,120,150,18,UK
28,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",237,"[11, 20, 52, 15, 25, 15, 19, 65, 56]","[30, 23, 22, 21, 25, 54, 15, 20, 11]","[17, 19, 9, 19, 16, 9, 13, 8, 10]","[21, 20, 13, 17, 23, 10, 32, 7, 7]","[79, 82, 96, 72, 89, 88, 79, 100, 84]",116,278,221,120,150,18,UK
29,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",243,"[17, 17, 45, 23, 24, 6, 18, 68, 60]","[21, 27, 19, 20, 27, 58, 22, 12, 15]","[21, 14, 8, 18, 18, 12, 16, 3, 10]","[21, 17, 13, 17, 19, 14, 32, 6, 11]","[80, 75, 85, 78, 88, 90, 88, 89, 96]",110,278,221,120,150,18,UK
30,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",252,"[18, 16, 52, 17, 23, 17, 14, 63, 58]","[28, 22, 18, 21, 27, 64, 14, 13, 14]","[16, 13, 12, 16, 15, 10, 19, 12, 7]","[23, 20, 14, 21, 18, 8, 28, 5, 13]","[85, 71, 96, 75, 83, 99, 75, 93, 92]",108,278,221,120,150,18,UK
31,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",265,"[21, 14, 50, 16, 25, 12, 13, 67, 60]","[25, 26, 12, 20, 29, 62, 21, 9, 17]","[18, 14, 7, 18, 19, 12, 12, 13, 7]","[24, 23, 12, 21, 15, 10, 32, 6, 7]","[88, 77, 81, 75, 88, 96, 78, 95, 91]",123,278,221,120,150,18,UK
32,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",270,"[15, 20, 45, 24, 16, 14, 11, 70, 63]","[26, 19, 25, 20, 25, 62, 23, 9, 12]","[13, 18, 14, 19, 15, 9, 10, 11, 11]","[19, 26, 12, 14, 24, 7, 30, 8, 10]","[73, 83, 96, 77, 80, 92, 74, 98, 96]",119,278,221,120,150,18,UK
33,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",280,"[19, 17, 49, 14, 19, 11, 17, 71, 61]","[22, 19, 17, 25, 24, 66, 21, 16, 11]","[20, 21, 9, 25, 11, 5, 16, 3, 10]","[14, 17, 16, 17, 22, 7, 42, 8, 7]","[75, 74, 91, 81, 76, 89, 96, 98, 89]",135,278,221,120,150,18,UK
34,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",293,"[20, 15, 50, 20, 15, 10, 16, 70, 62]","[27, 19, 16, 23, 23, 68, 21, 11, 13]","[17, 14, 7, 16, 27, 5, 12, 10, 12]","[12, 27, 6, 12, 28, 10, 39, 10, 6]","[76, 75, 79, 71, 93, 93, 88, 101, 93]",139,278,221,120,150,18,UK
35,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",297,"[14, 10, 52, 20, 19, 13, 12, 70, 68]","[20, 30, 17, 24, 19, 66, 18, 13, 14]","[20, 9, 11, 18, 26, 8, 13, 6, 9]","[13, 21, 11, 15, 24, 8, 38, 12, 8]","[67, 70, 91, 77, 88, 95, 81, 101, 99]",130,278,221,120,150,18,UK
36,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",297,"[16, 15, 57, 13, 20, 12, 11, 72, 62]","[21, 21, 14, 27, 19, 64, 27, 15, 13]","[21, 16, 5, 22, 22, 10, 13, 4, 7]","[13, 27, 9, 11, 26, 14, 37, 8, 5]","[71, 79, 85, 73, 87, 100, 88, 99, 87]",150,278,221,120,150,18,UK
37,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",297,"[20, 15, 55, 14, 17, 6, 16, 70, 65]","[22, 22, 14, 27, 19, 65, 24, 12, 16]","[25, 18, 7, 16, 16, 8, 10, 9, 11]","[15, 22, 15, 16, 21, 10, 35, 8, 8]","[82, 77, 91, 73, 73, 89, 85, 99, 100]",145,278,221,120,150,18,UK
38,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",300,"[9, 15, 55, 24, 13, 9, 16, 76, 61]","[22, 25, 14, 17, 28, 74, 19, 8, 14]","[17, 23, 4, 21, 17, 8, 7, 11, 12]","[14, 18, 12, 21, 24, 8, 37, 8, 8]","[62, 81, 85, 83, 82, 99, 79, 103, 95]",147,278,221,120,150,18,UK
39,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",308,"[10, 17, 56, 20, 16, 8, 15, 76, 60]","[29, 20, 16, 20, 18, 79, 15, 8, 16]","[15, 24, 9, 18, 18, 6, 10, 8, 12]","[21, 19, 12, 13, 30, 7, 40, 3, 5]","[75, 80, 93, 71, 82, 100, 80, 95, 93]",152,278,221,120,150,18,UK
40,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",311,"[18, 23, 53, 12, 10, 8, 15, 75, 64]","[22, 17, 11, 29, 20, 84, 16, 9, 13]","[18, 15, 12, 17, 11, 7, 20, 7, 13]","[12, 23, 6, 20, 26, 7, 38, 8, 10]","[70, 78, 82, 78, 67, 106, 89, 99, 100]",153,278,221,120,150,18,UK
41,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",314,"[11, 20, 52, 13, 16, 9, 18, 75, 64]","[26, 22, 12, 25, 23, 82, 14, 7, 10]","[16, 19, 12, 13, 20, 3, 18, 8, 11]","[21, 27, 11, 20, 23, 4, 29, 8, 7]","[74, 88, 87, 71, 82, 98, 79, 98, 92]",170,278,221,120,150,18,UK
42,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",304,"[22, 15, 55, 19, 12, 4, 7, 81, 63]","[15, 18, 16, 18, 22, 91, 25, 6, 10]","[28, 18, 11, 22, 13, 5, 14, 4, 5]","[18, 20, 10, 18, 30, 6, 32, 5, 11]","[83, 71, 92, 77, 77, 106, 78, 96, 89]",176,278,221,120,150,18,UK
43,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",317,"[21, 9, 58, 15, 13, 8, 15, 78, 61]","[19, 20, 17, 21, 15, 87, 21, 11, 10]","[21, 19, 11, 22, 18, 4, 13, 3, 9]","[10, 24, 9, 23, 26, 6, 33, 9, 10]","[71, 72, 95, 81, 72, 105, 82, 101, 90]",174,278,221,120,150,18,UK
44,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",321,"[16, 16, 50, 16, 14, 3, 14, 80, 69]","[17, 23, 15, 27, 13, 87, 19, 5, 15]","[26, 19, 4, 22, 12, 7, 15, 9, 6]","[10, 20, 14, 12, 34, 8, 36, 7, 9]","[69, 78, 83, 77, 73, 105, 84, 101, 99]",161,278,221,120,150,18,UK
45,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",331,"[10, 15, 56, 21, 15, 4, 10, 80, 67]","[22, 19, 14, 18, 20, 92, 19, 6, 11]","[29, 17, 6, 20, 17, 6, 11, 6, 8]","[20, 23, 8, 12, 30, 5, 34, 9, 9]","[81, 74, 84, 71, 82, 107, 74, 101, 95]",187,278,221,120,150,18,UK
46,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",342,"[20, 12, 54, 16, 19, 4, 11, 76, 66]","[19, 18, 14, 22, 16, 98, 19, 5, 10]","[18, 19, 9, 28, 13, 3, 11, 11, 8]","[14, 28, 15, 10, 30, 4, 29, 5, 15]","[71, 77, 92, 76, 78, 109, 70, 97, 99]",196,278,221,120,150,18,UK
47,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",340,"[17, 15, 55, 15, 6, 5, 12, 80, 73]","[22, 21, 11, 17, 20, 93, 15, 10, 12]","[20, 14, 9, 25, 15, 3, 15, 12, 7]","[17, 21, 12, 13, 36, 3, 38, 3, 7]","[76, 71, 87, 70, 77, 104, 80, 105, 99]",198,278,221,120,150,18,UK
48,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",341,"[15, 18, 58, 14, 9, 0, 15, 79, 70]","[21, 24, 8, 18, 19, 97, 18, 6, 10]","[25, 12, 12, 22, 19, 7, 12, 7, 4]","[13, 25, 7, 15, 33, 7, 34, 9, 7]","[74, 79, 85, 69, 80, 111, 79, 101, 91]",195,278,221,120,150,18,UK
49,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",353,"[14, 12, 59, 14, 9, 3, 18, 79, 70]","[18, 22, 14, 20, 14, 90, 27, 6, 10]","[25, 19, 8, 19, 23, 1, 12, 7, 6]","[21, 24, 8, 13, 35, 5, 29, 3, 12]","[78, 77, 89, 66, 81, 99, 86, 95, 98]",199,278,221,120,150,18,UK
50,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",356,"[13, 9, 58, 13, 11, 4, 12, 85, 73]","[23, 27, 12, 25, 19, 94, 8, 5, 8]","[21, 15, 8, 18, 24, 9, 16, 5, 4]","[9, 29, 12, 16, 33, 6, 35, 4, 6]","[66, 80, 90, 72, 87, 113, 71, 99, 91]",206,278,221,120,150,18,UK
51,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",372,"[9, 19, 56, 12, 12, 1, 11, 87, 71]","[17, 15, 13, 19, 17, 99, 25, 8, 8]","[21, 14, 6, 25, 21, 4, 13, 7, 9]","[19, 25, 12, 12, 32, 6, 33, 3, 8]","[66, 73, 87, 68, 82, 110, 82, 105, 96]",197,278,221,120,150,18,UK
52,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",364,"[18, 7, 61, 17, 9, 3, 12, 81, 70]","[24, 19, 12, 20, 9, 100, 16, 9, 12]","[19, 24, 11, 20, 24, 4, 11, 4, 3]","[16, 25, 9, 12, 33, 2, 35, 7, 11]","[77, 75, 93, 69, 75, 109, 74, 101, 96]",216,278,221,120,150,18,UK
53,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",365,"[16, 9, 61, 12, 12, 3, 13, 84, 68]","[20, 20, 11, 21, 20, 100, 14, 1, 14]","[18, 22, 11, 20, 23, 3, 12, 4, 7]","[17, 26, 7, 19, 28, 4, 32, 7, 10]","[71, 77, 90, 72, 83, 110, 71, 96, 99]",210,278,221,120,150,18,UK
54,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",370,"[14, 13, 56, 12, 20, 2, 9, 83, 69]","[20, 14, 17, 21, 16, 100, 18, 9, 6]","[19, 18, 10, 23, 14, 1, 22, 5, 8]","[9, 33, 10, 12, 29, 4, 37, 7, 9]","[62, 78, 93, 68, 79, 107, 86, 104, 92]",217,278,221,120,150,18,UK
55,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",376,"[11, 14, 60, 8, 6, 2, 15, 89, 73]","[23, 18, 10, 17, 17, 102, 17, 4, 13]","[23, 12, 8, 30, 21, 0, 13, 2, 11]","[20, 32, 9, 15, 30, 3, 30, 6, 5]","[77, 76, 87, 70, 74, 107, 75, 101, 102]",217,278,221,120,150,18,UK
56,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",374,"[18, 13, 54, 12, 16, 1, 13, 85, 66]","[21, 16, 11, 18, 16, 100, 23, 9, 7]","[21, 26, 12, 20, 18, 3, 11, 2, 7]","[17, 21, 11, 19, 29, 4, 37, 6, 6]","[77, 76, 88, 69, 79, 108, 84, 102, 86]",225,278,221,120,150,18,UK
57,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",375,"[12, 13, 57, 21, 7, 4, 10, 83, 71]","[14, 14, 13, 22, 20, 103, 19, 4, 12]","[20, 23, 8, 19, 17, 3, 12, 5, 13]","[18, 22, 9, 19, 36, 2, 33, 8, 3]","[64, 72, 87, 81, 80, 112, 74, 100, 99]",226,278,221,120,150,18,UK
58,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",380,"[13, 10, 60, 11, 9, 2, 12, 87, 74]","[27, 12, 13, 16, 18, 101, 18, 4, 12]","[20, 20, 6, 25, 21, 5, 14, 6, 3]","[18, 22, 5, 16, 35, 4, 32, 6, 12]","[78, 64, 84, 68, 83, 112, 76, 103, 101]",235,278,221,120,150,18,UK
59,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",397,"[11, 14, 60, 12, 10, 4, 9, 89, 69]","[14, 17, 20, 21, 10, 103, 26, 3, 7]","[24, 16, 8, 23, 21, 3, 12, 4, 9]","[13, 25, 7, 20, 33, 1, 36, 6, 9]","[62, 72, 95, 76, 74, 111, 83, 102, 94]",239,278,221,120,150,18,UK
60,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",397,"[9, 10, 60, 14, 13, 1, 17, 86, 68]","[24, 20, 10, 20, 16, 100, 13, 6, 12]","[19, 15, 7, 25, 22, 7, 13, 9, 3]","[20, 24, 6, 18, 33, 2, 33, 4, 10]","[72, 69, 83, 77, 84, 110, 76, 105, 93]",251,278,221,120,150,18,UK
61,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",393,"[13, 12, 57, 13, 9, 1, 13, 88, 72]","[27, 18, 18, 12, 13, 106, 17, 3, 7]","[19, 16, 9, 26, 21, 1, 15, 4, 9]","[11, 31, 11, 7, 38, 2, 30, 13, 7]","[70, 77, 95, 58, 81, 110, 75, 108, 95]",246,278,221,120,150,18,UK
62,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",401,"[13, 12, 60, 9, 11, 0, 9, 89, 75]","[19, 13, 14, 19, 18, 104, 20, 6, 8]","[20, 17, 6, 31, 21, 2, 13, 4, 6]","[11, 30, 6, 16, 34, 5, 40, 4, 4]","[63, 72, 86, 75, 84, 111, 82, 103, 93]",233,278,221,120,150,18,UK
63,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",414,"[10, 7, 67, 8, 11, 1, 14, 92, 68]","[13, 20, 11, 24, 15, 106, 16, 4, 12]","[22, 19, 5, 29, 20, 2, 15, 4, 4]","[17, 29, 13, 13, 30, 2, 35, 2, 9]","[62, 75, 96, 74, 76, 111, 80, 102, 93]",251,278,221,120,150,18,UK
64,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",413,"[12, 12, 67, 12, 9, 2, 7, 89, 68]","[22, 14, 11, 21, 19, 104, 15, 5, 10]","[22, 22, 4, 23, 18, 2, 7, 11, 11]","[19, 23, 16, 8, 32, 1, 39, 4, 8]","[75, 71, 98, 64, 78, 109, 68, 109, 97]",249,278,221,120,150,18,UK
65,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",408,"[8, 9, 64, 13, 8, 3, 9, 87, 77]","[21, 17, 12, 23, 14, 106, 22, 3, 3]","[25, 15, 7, 24, 14, 6, 18, 3, 8]","[23, 29, 4, 11, 38, 1, 31, 5, 8]","[77, 70, 87, 71, 74, 116, 80, 98, 96]",268,278,221,120,150,18,UK
66,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",422,"[9, 11, 69, 11, 6, 0, 10, 89, 73]","[20, 13, 6, 22, 17, 105, 23, 8, 7]","[19, 18, 12, 21, 19, 3, 11, 7, 10]","[14, 30, 6, 16, 41, 0, 33, 5, 5]","[62, 72, 93, 70, 83, 108, 77, 109, 95]",262,278,221,120,150,18,UK
67,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",430,"[7, 8, 66, 10, 7, 4, 10, 90, 76]","[15, 18, 7, 25, 13, 109, 19, 4, 11]","[22, 21, 8, 29, 21, 1, 8, 4, 6]","[13, 31, 8, 13, 38, 2, 35, 4, 6]","[57, 78, 89, 77, 79, 116, 72, 102, 99]",286,278,221,120,150,18,UK
68,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",432,"[13, 15, 61, 13, 7, 0, 10, 88, 71]","[22, 17, 10, 21, 13, 107, 17, 3, 11]","[24, 22, 9, 26, 22, 1, 10, 4, 2]","[14, 25, 7, 12, 46, 0, 33, 8, 5]","[73, 79, 87, 72, 88, 108, 70, 103, 89]",263,278,221,120,150,18,UK
69,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",426,"[9, 10, 63, 12, 7, 4, 7, 89, 77]","[12, 18, 11, 31, 8, 110, 16, 3, 12]","[24, 11, 9, 32, 22, 3, 7, 5, 7]","[13, 28, 7, 10, 41, 2, 38, 6, 5]","[58, 67, 90, 85, 78, 119, 68, 103, 101]",255,278,221,120,150,18,UK
70,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",433,"[10, 8, 62, 14, 5, 1, 12, 84, 82]","[23, 18, 9, 22, 8, 110, 14, 7, 10]","[22, 15, 8, 28, 25, 1, 10, 7, 4]","[15, 31, 10, 13, 40, 1, 32, 3, 5]","[70, 72, 89, 77, 78, 113, 68, 101, 101]",271,278,221,120,150,18,UK
71,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",431,"[12, 6, 61, 9, 9, 0, 14, 87, 80]","[22, 15, 11, 23, 8, 110, 17, 5, 10]","[17, 16, 8, 25, 30, 1, 14, 5, 4]","[15, 30, 11, 10, 38, 2, 34, 7, 3]","[66, 67, 91, 67, 85, 113, 79, 104, 97]",285,278,221,120,150,18,UK
72,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",440,"[6, 6, 63, 13, 8, 0, 8, 90, 84]","[20, 13, 13, 17, 17, 112, 14, 5, 10]","[21, 14, 6, 30, 24, 0, 15, 5, 5]","[11, 41, 6, 9, 39, 2, 33, 6, 3]","[58, 74, 88, 69, 88, 114, 70, 106, 102]",289,278,221,120,150,18,UK
73,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",444,"[10, 12, 66, 12, 5, 1, 8, 84, 80]","[23, 23, 11, 18, 11, 110, 12, 5, 8]","[24, 13, 9, 26, 22, 2, 11, 7, 6]","[16, 21, 4, 24, 46, 2, 29, 5, 3]","[73, 69, 90, 80, 84, 115, 60, 101, 97]",290,278,221,120,150,18,UK
74,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",435,"[8, 5, 69, 9, 9, 0, 3, 88, 87]","[23, 20, 10, 17, 11, 110, 15, 5, 10]","[23, 17, 6, 28, 17, 4, 15, 4, 6]","[10, 34, 10, 9, 40, 2, 38, 6, 1]","[64, 76, 95, 63, 77, 116, 71, 103, 104]",286,278,221,120,150,18,UK
75,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",442,"[8, 7, 67, 7, 12, 3, 3, 87, 84]","[28, 14, 8, 14, 17, 110, 16, 6, 8]","[23, 17, 12, 30, 14, 1, 12, 5, 6]","[16, 28, 5, 15, 42, 1, 34, 6, 3]","[75, 66, 92, 66, 85, 115, 65, 104, 101]",291,278,221,120,150,18,UK
76,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",444,"[7, 6, 71, 14, 3, 1, 8, 88, 80]","[20, 21, 11, 17, 14, 110, 17, 6, 5]","[28, 16, 5, 25, 14, 2, 21, 1, 8]","[18, 27, 6, 16, 43, 2, 29, 2, 7]","[73, 70, 93, 72, 74, 115, 75, 97, 100]",295,278,221,120,150,18,UK
77,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",449,"[8, 9, 71, 7, 7, 1, 5, 88, 82]","[20, 11, 11, 20, 16, 111, 19, 8, 5]","[21, 21, 6, 21, 22, 1, 15, 5, 8]","[12, 31, 5, 18, 44, 2, 30, 5, 3]","[61, 72, 93, 66, 89, 115, 69, 106, 98]",294,278,221,120,150,18,UK
78,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",456,"[14, 7, 69, 7, 3, 1, 9, 85, 83]","[19, 23, 8, 18, 9, 113, 20, 3, 8]","[26, 12, 9, 31, 24, 2, 6, 4, 6]","[13, 29, 5, 16, 44, 1, 30, 7, 5]","[72, 71, 91, 72, 80, 117, 65, 99, 102]",298,278,221,120,150,18,UK
79,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",451,"[11, 4, 70, 7, 6, 0, 6, 88, 86]","[13, 17, 18, 21, 13, 114, 16, 5, 4]","[26, 23, 7, 29, 13, 1, 12, 1, 8]","[16, 27, 6, 10, 46, 0, 29, 11, 5]","[66, 71, 101, 67, 78, 115, 63, 105, 103]",317,278,221,120,150,18,UK
80,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",458,"[10, 6, 69, 8, 5, 0, 8, 91, 81]","[18, 17, 14, 18, 10, 112, 16, 6, 10]","[28, 20, 5, 31, 15, 0, 12, 1, 8]","[17, 31, 5, 10, 45, 1, 30, 3, 8]","[73, 74, 93, 67, 75, 113, 66, 101, 107]",316,278,221,120,150,18,UK
81,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",462,"[6, 8, 71, 8, 4, 0, 7, 89, 85]","[16, 18, 13, 12, 15, 113, 19, 10, 5]","[26, 17, 3, 34, 17, 0, 13, 5, 5]","[13, 28, 5, 16, 48, 4, 30, 2, 4]","[61, 71, 92, 70, 84, 117, 69, 106, 99]",333,278,221,120,150,18,UK
82,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",468,"[8, 8, 69, 8, 6, 0, 7, 91, 81]","[17, 11, 15, 16, 20, 114, 16, 6, 6]","[30, 19, 5, 30, 16, 1, 11, 3, 5]","[15, 30, 7, 10, 51, 0, 29, 4, 4]","[70, 68, 96, 64, 93, 115, 63, 104, 96]",323,278,221,120,150,18,UK
83,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",479,"[9, 7, 69, 7, 2, 1, 7, 89, 87]","[22, 14, 15, 14, 10, 114, 20, 8, 4]","[24, 18, 2, 24, 17, 2, 13, 10, 10]","[12, 29, 5, 7, 56, 1, 32, 4, 4]","[67, 68, 91, 52, 85, 118, 72, 111, 105]",331,278,221,120,150,18,UK
84,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",479,"[5, 7, 73, 6, 5, 0, 9, 89, 84]","[19, 17, 19, 15, 8, 115, 18, 8, 2]","[24, 22, 7, 32, 12, 1, 10, 1, 11]","[13, 24, 3, 13, 58, 1, 33, 3, 2]","[61, 70, 102, 66, 83, 117, 70, 101, 99]",312,278,221,120,150,18,UK
85,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",478,"[3, 2, 71, 9, 9, 0, 10, 90, 84]","[16, 20, 12, 21, 9, 114, 18, 5, 6]","[24, 19, 9, 30, 13, 4, 14, 3, 4]","[11, 27, 8, 4, 57, 1, 36, 1, 5]","[54, 68, 100, 64, 88, 119, 78, 99, 99]",318,278,221,120,150,18,UK
86,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",481,"[7, 10, 68, 6, 5, 1, 7, 90, 84]","[25, 12, 12, 17, 11, 115, 14, 7, 8]","[22, 16, 11, 38, 12, 0, 11, 5, 5]","[17, 29, 5, 5, 54, 0, 34, 5, 1]","[71, 67, 96, 66, 82, 116, 66, 107, 98]",331,278,221,120,150,18,UK
87,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",481,"[8, 7, 69, 8, 5, 0, 9, 89, 83]","[17, 12, 15, 16, 13, 116, 17, 6, 9]","[23, 27, 9, 29, 12, 2, 10, 4, 4]","[10, 28, 5, 11, 56, 0, 33, 2, 5]","[58, 74, 98, 64, 86, 118, 69, 101, 101]",330,278,221,120,150,18,UK
88,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",492,"[11, 8, 71, 7, 2, 1, 4, 89, 85]","[21, 15, 5, 15, 14, 116, 19, 9, 7]","[20, 24, 8, 30, 14, 3, 13, 4, 4]","[13, 26, 4, 13, 55, 0, 33, 2, 4]","[65, 73, 88, 65, 85, 120, 69, 104, 100]",334,278,221,120,150,18,UK
89,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",498,"[5, 5, 73, 7, 5, 2, 10, 87, 84]","[15, 18, 7, 22, 15, 117, 17, 3, 7]","[25, 21, 8, 26, 13, 0, 19, 5, 3]","[8, 26, 5, 9, 58, 1, 37, 2, 4]","[53, 70, 93, 64, 91, 120, 83, 97, 98]",334,278,221,120,150,18,UK
90,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",496,"[9, 8, 70, 4, 6, 2, 2, 90, 87]","[22, 13, 10, 18, 14, 116, 13, 5, 10]","[26, 26, 12, 26, 10, 1, 12, 4, 3]","[10, 27, 10, 7, 53, 0, 34, 7, 2]","[67, 74, 102, 55, 83, 119, 61, 106, 102]",336,278,221,120,150,18,UK
91,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",506,"[8, 4, 71, 8, 6, 0, 9, 87, 85]","[18, 19, 8, 22, 9, 118, 11, 6, 10]","[28, 26, 8, 25, 7, 1, 19, 3, 3]","[4, 25, 5, 16, 59, 0, 35, 4, 2]","[58, 74, 92, 71, 81, 119, 74, 100, 100]",349,278,221,120,150,18,UK
92,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",510,"[9, 5, 72, 6, 3, 0, 8, 87, 88]","[18, 18, 12, 13, 11, 117, 18, 7, 7]","[28, 28, 4, 24, 15, 0, 11, 4, 6]","[8, 28, 7, 7, 56, 0, 37, 5, 2]","[63, 79, 95, 50, 85, 117, 74, 103, 103]",344,278,221,120,150,18,UK
93,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",513,"[7, 4, 73, 8, 6, 0, 4, 92, 84]","[13, 17, 11, 22, 7, 118, 16, 4, 13]","[24, 27, 5, 30, 12, 0, 14, 4, 4]","[9, 33, 4, 10, 53, 1, 37, 2, 1]","[53, 81, 93, 70, 78, 119, 71, 102, 102]",342,278,221,120,150,18,UK
94,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",507,"[10, 0, 77, 11, 3, 1, 5, 89, 82]","[16, 18, 7, 22, 16, 118, 12, 4, 8]","[25, 27, 8, 28, 17, 0, 8, 3, 4]","[12, 28, 3, 9, 55, 0, 35, 2, 6]","[63, 73, 95, 70, 91, 119, 60, 98, 100]",343,278,221,120,150,18,UK
95,"[2, 2, 0, 2, 2, 1, 2, 0, 0]",506,"[4, 4, 72, 6, 4, 0, 14, 90, 84]","[20, 18, 8, 13, 12, 118, 14, 6, 12]","[23, 30, 5, 31, 14, 0, 10, 5, 2]","[13, 26, 5, 5, 61, 0, 32, 3, 5]","[60, 78, 90, 55, 91, 118, 70, 104, 103]",351,278,221,120,150,18,UK
